ip,app,device,os,channel,click_time,attributed_time,download_time,is_attributed
170366,3,1,19,280,2017-11-07 00:54:15,2017-11-07 04:13:59,0 days 03:19:44.000000000,1
20242,55,1,13,406,2017-11-09 01:58:42,2017-11-09 10:06:24,0 days 08:07:42.000000000,1
7153,3,1,11,280,2017-11-08 00:29:10,2017-11-08 01:14:43,0 days 00:45:33.000000000,1
137052,3,1,13,280,2017-11-09 05:00:44,2017-11-09 05:03:40,0 days 00:02:56.000000000,1
183964,14,1,13,439,2017-11-09 03:05:08,2017-11-09 03:07:25,0 days 00:02:17.000000000,1
113597,9,1,16,145,2017-11-08 22:39:22,2017-11-08 22:39:58,0 days 00:00:36.000000000,1
95692,9,1,17,134,2017-11-07 15:45:34,2017-11-07 15:46:08,0 days 00:00:34.000000000,1
41025,3,1,48,489,2017-11-07 10:02:32,2017-11-07 10:07:52,0 days 00:05:20.000000000,1
125409,3,1,18,280,2017-11-09 11:01:25,2017-11-09 12:52:15,0 days 01:50:50.000000000,1
23674,3,1,17,417,2017-11-08 04:43:08,2017-11-08 04:43:43,0 days 00:00:35.000000000,1
33157,18,1,22,107,2017-11-07 06:36:51,2017-11-07 06:37:08,0 days 00:00:17.000000000,1
46803,18,1,22,439,2017-11-08 19:17:36,2017-11-09 00:17:19,0 days 04:59:43.000000000,1
59263,12,1,40,105,2017-11-09 05:13:37,2017-11-09 06:08:35,0 days 00:54:58.000000000,1
101358,3,1,22,379,2017-11-07 14:58:55,2017-11-07 14:59:55,0 days 00:01:00.000000000,1
17077,12,1,1,178,2017-11-08 01:10:12,2017-11-08 01:10:44,0 days 00:00:32.000000000,1
58466,9,1,20,334,2017-11-08 02:42:13,2017-11-08 03:23:13,0 days 00:41:00.000000000,1
8718,9,1,16,134,2017-11-09 02:04:28,2017-11-09 12:30:01,0 days 10:25:33.000000000,1
169166,2,1,19,477,2017-11-09 04:50:08,2017-11-09 11:27:54,0 days 06:37:46.000000000,1
150496,18,1,4,121,2017-11-07 14:23:50,2017-11-07 14:38:10,0 days 00:14:20.000000000,1
81526,12,1,13,245,2017-11-07 12:02:26,2017-11-07 12:32:35,0 days 00:30:09.000000000,1
53848,15,1,13,245,2017-11-08 23:10:39,2017-11-08 23:12:27,0 days 00:01:48.000000000,1
23773,3,1,37,280,2017-11-07 13:05:52,2017-11-07 15:21:47,0 days 02:15:55.000000000,1
105039,15,1,13,245,2017-11-09 14:41:23,2017-11-09 14:46:31,0 days 00:05:08.000000000,1
277308,6,1,6,459,2017-11-07 00:47:58,2017-11-07 01:45:39,0 days 00:57:41.000000000,1
122101,2,1,13,477,2017-11-06 21:35:40,2017-11-06 21:37:31,0 days 00:01:51.000000000,1
50169,12,1,19,245,2017-11-09 08:32:21,2017-11-09 08:32:38,0 days 00:00:17.000000000,1
251061,2,1,19,219,2017-11-07 10:57:54,2017-11-07 11:04:42,0 days 00:06:48.000000000,1
105475,12,1,15,497,2017-11-07 02:34:30,2017-11-07 05:16:12,0 days 02:41:42.000000000,1
63037,9,1,22,334,2017-11-08 01:40:32,2017-11-08 08:32:04,0 days 06:51:32.000000000,1
77237,12,1,30,328,2017-11-06 21:59:42,2017-11-07 03:22:54,0 days 05:23:12.000000000,1
221869,3,1,6,452,2017-11-09 04:15:54,2017-11-09 07:46:17,0 days 03:30:23.000000000,1
151547,14,1,10,401,2017-11-08 12:27:00,2017-11-08 12:27:34,0 days 00:00:34.000000000,1
65739,13,1,13,477,2017-11-08 00:42:10,2017-11-08 00:44:50,0 days 00:02:40.000000000,1
63761,3,1,13,280,2017-11-09 08:47:29,2017-11-09 09:19:55,0 days 00:32:26.000000000,1
99071,3,1,13,135,2017-11-07 14:36:24,2017-11-07 14:37:14,0 days 00:00:50.000000000,1
4812,14,1,19,439,2017-11-08 23:46:01,2017-11-09 02:28:34,0 days 02:42:33.000000000,1
63902,18,1,1,107,2017-11-06 22:05:22,2017-11-06 22:09:22,0 days 00:04:00.000000000,1
140993,18,1,13,107,2017-11-09 06:09:57,2017-11-09 07:41:23,0 days 01:31:26.000000000,1
181582,15,1,13,265,2017-11-07 03:44:52,2017-11-07 03:45:06,0 days 00:00:14.000000000,1
92718,12,1,13,245,2017-11-08 16:30:37,2017-11-09 06:33:41,0 days 14:03:04.000000000,1
45580,1,1,12,101,2017-11-09 10:11:11,2017-11-09 11:15:28,0 days 01:04:17.000000000,1
123609,13,1,20,469,2017-11-08 10:58:05,2017-11-08 13:49:24,0 days 02:51:19.000000000,1
156162,18,1,44,134,2017-11-09 06:35:59,2017-11-09 06:39:13,0 days 00:03:14.000000000,1
66258,9,2,27,234,2017-11-07 11:47:01,2017-11-07 11:48:33,0 days 00:01:32.000000000,1
58626,12,1,13,409,2017-11-07 20:22:37,2017-11-07 20:23:10,0 days 00:00:33.000000000,1
63101,12,1,37,124,2017-11-07 11:38:49,2017-11-07 11:39:33,0 days 00:00:44.000000000,1
48590,12,1,19,328,2017-11-07 01:45:01,2017-11-07 02:47:39,0 days 01:02:38.000000000,1
34704,26,1,4,121,2017-11-08 11:26:42,2017-11-08 12:57:24,0 days 01:30:42.000000000,1
23192,1,1,13,137,2017-11-08 06:59:57,2017-11-08 07:00:26,0 days 00:00:29.000000000,1
28089,9,1,13,134,2017-11-07 00:33:45,2017-11-07 01:31:00,0 days 00:57:15.000000000,1
3994,11,1,20,325,2017-11-08 11:45:09,2017-11-08 13:17:39,0 days 01:32:30.000000000,1
79799,18,1,19,439,2017-11-09 00:39:27,2017-11-09 07:45:48,0 days 07:06:21.000000000,1
59882,18,1,6,121,2017-11-07 12:27:58,2017-11-07 12:50:11,0 days 00:22:13.000000000,1
54125,15,1,8,245,2017-11-06 23:44:08,2017-11-06 23:45:25,0 days 00:01:17.000000000,1
81187,3,1,13,137,2017-11-07 05:12:42,2017-11-07 12:02:55,0 days 06:50:13.000000000,1
321987,9,1,40,215,2017-11-08 22:55:28,2017-11-09 12:09:01,0 days 13:13:33.000000000,1
118728,3,1,15,280,2017-11-09 06:50:46,2017-11-09 06:51:18,0 days 00:00:32.000000000,1
82843,3,1,22,489,2017-11-09 13:20:20,2017-11-09 13:21:39,0 days 00:01:19.000000000,1
84895,47,2,17,484,2017-11-06 16:18:32,2017-11-06 16:19:21,0 days 00:00:49.000000000,1
178177,14,1,19,463,2017-11-07 16:28:14,2017-11-08 07:00:18,0 days 14:32:04.000000000,1
159123,64,1,9,459,2017-11-07 01:57:42,2017-11-07 03:10:25,0 days 01:12:43.000000000,1
296848,20,2,85,259,2017-11-09 03:08:46,2017-11-09 03:09:43,0 days 00:00:57.000000000,1
16462,2,1,41,317,2017-11-07 13:53:00,2017-11-07 13:53:32,0 days 00:00:32.000000000,1
103062,18,3543,748,107,2017-11-08 07:45:17,2017-11-08 07:46:14,0 days 00:00:57.000000000,1
175143,13,1,19,469,2017-11-08 07:50:07,2017-11-08 09:21:42,0 days 01:31:35.000000000,1
91661,2,1,19,205,2017-11-09 13:45:19,2017-11-09 13:45:24,0 days 00:00:05.000000000,1
1439,3,1,10,205,2017-11-09 13:05:53,2017-11-09 13:06:29,0 days 00:00:36.000000000,1
29912,15,1,13,315,2017-11-09 13:49:52,2017-11-09 14:00:25,0 days 00:10:33.000000000,1
120818,150,1,19,110,2017-11-08 22:24:23,2017-11-09 01:06:22,0 days 02:41:59.000000000,1
126545,15,1,13,245,2017-11-09 07:28:37,2017-11-09 08:26:26,0 days 00:57:49.000000000,1
116001,12,1,23,245,2017-11-08 17:31:26,2017-11-08 17:47:33,0 days 00:16:07.000000000,1
43960,3,1,17,409,2017-11-08 13:28:29,2017-11-08 13:28:51,0 days 00:00:22.000000000,1
193993,9,1,13,134,2017-11-08 13:30:12,2017-11-08 13:32:34,0 days 00:02:22.000000000,1
181778,26,1,20,266,2017-11-07 04:04:43,2017-11-07 04:05:38,0 days 00:00:55.000000000,1
104070,151,0,0,347,2017-11-08 11:56:38,2017-11-08 11:57:11,0 days 00:00:33.000000000,1
117602,14,1,20,349,2017-11-07 07:58:35,2017-11-07 08:21:23,0 days 00:22:48.000000000,1
119531,3,1,22,424,2017-11-08 23:30:50,2017-11-09 08:21:06,0 days 08:50:16.000000000,1
93549,15,1,18,480,2017-11-09 09:49:00,2017-11-09 09:50:04,0 days 00:01:04.000000000,1
18648,9,1,13,489,2017-11-07 03:34:47,2017-11-07 03:35:24,0 days 00:00:37.000000000,1
105519,3,1,13,489,2017-11-09 07:03:14,2017-11-09 07:09:13,0 days 00:05:59.000000000,1
59125,3,2,41,402,2017-11-07 12:14:04,2017-11-07 15:03:45,0 days 02:49:41.000000000,1
83285,9,1,49,134,2017-11-09 00:07:40,2017-11-09 00:11:01,0 days 00:03:21.000000000,1
115310,12,1,19,265,2017-11-08 09:15:39,2017-11-08 09:16:17,0 days 00:00:38.000000000,1
26318,7,1,8,101,2017-11-08 12:09:43,2017-11-08 12:10:14,0 days 00:00:31.000000000,1
88281,21,1,18,128,2017-11-09 11:43:46,2017-11-09 11:44:45,0 days 00:00:59.000000000,1
32705,2,1,6,452,2017-11-07 10:06:02,2017-11-07 10:21:09,0 days 00:15:07.000000000,1
103654,9,1,100,232,2017-11-09 10:52:13,2017-11-09 10:52:28,0 days 00:00:15.000000000,1
34450,2,1,17,205,2017-11-06 23:36:26,2017-11-07 07:10:10,0 days 07:33:44.000000000,1
78955,12,1,20,245,2017-11-07 02:36:48,2017-11-07 02:39:06,0 days 00:02:18.000000000,1
42009,13,1,23,477,2017-11-09 07:07:15,2017-11-09 09:35:59,0 days 02:28:44.000000000,1
35295,24,1,13,178,2017-11-07 09:44:27,2017-11-07 09:44:58,0 days 00:00:31.000000000,1
109770,3,1,19,280,2017-11-07 09:34:10,2017-11-07 09:49:23,0 days 00:15:13.000000000,1
48282,3,1,20,130,2017-11-08 02:47:33,2017-11-08 02:53:05,0 days 00:05:32.000000000,1
25018,2,1,19,237,2017-11-07 09:12:53,2017-11-07 09:14:03,0 days 00:01:10.000000000,1
60083,2,1,18,435,2017-11-08 22:46:31,2017-11-09 01:22:42,0 days 02:36:11.000000000,1
44982,14,1,13,489,2017-11-07 07:59:30,2017-11-07 07:59:40,0 days 00:00:10.000000000,1
197607,3,1,22,480,2017-11-08 02:04:44,2017-11-08 02:39:09,0 days 00:34:25.000000000,1
205499,3,1,13,280,2017-11-08 12:27:30,2017-11-08 12:27:51,0 days 00:00:21.000000000,1
33270,15,2,22,245,2017-11-09 04:52:15,2017-11-09 04:52:50,0 days 00:00:35.000000000,1
39350,12,1,13,265,2017-11-08 13:06:48,2017-11-08 13:07:35,0 days 00:00:47.000000000,1
22244,26,1,19,121,2017-11-07 08:11:21,2017-11-07 10:10:41,0 days 01:59:20.000000000,1
129094,18,1,19,107,2017-11-08 13:13:04,2017-11-08 13:14:26,0 days 00:01:22.000000000,1
188739,18,1,19,121,2017-11-08 03:19:10,2017-11-08 03:19:36,0 days 00:00:26.000000000,1
37323,15,1,14,245,2017-11-08 21:56:42,2017-11-08 21:57:14,0 days 00:00:32.000000000,1
95199,9,1,25,134,2017-11-07 04:47:42,2017-11-07 04:52:00,0 days 00:04:18.000000000,1
4019,3,1,6,211,2017-11-08 22:41:47,2017-11-09 12:28:02,0 days 13:46:15.000000000,1
243756,9,1,25,442,2017-11-08 13:16:59,2017-11-08 13:18:46,0 days 00:01:47.000000000,1
43496,23,1,19,153,2017-11-08 03:22:30,2017-11-08 03:22:55,0 days 00:00:25.000000000,1
4442,14,1,19,379,2017-11-07 04:12:03,2017-11-07 04:12:45,0 days 00:00:42.000000000,1
68233,3,1,13,409,2017-11-08 05:15:29,2017-11-08 05:37:51,0 days 00:22:22.000000000,1
25761,3,1,13,280,2017-11-08 07:42:40,2017-11-08 08:56:23,0 days 01:13:43.000000000,1
53976,25,1,19,259,2017-11-07 13:12:42,2017-11-07 13:14:52,0 days 00:02:10.000000000,1
51590,8,1,19,145,2017-11-07 12:13:15,2017-11-07 12:28:28,0 days 00:15:13.000000000,1
122411,3,1,19,489,2017-11-07 14:07:19,2017-11-07 14:09:22,0 days 00:02:03.000000000,1
116425,2,1,19,364,2017-11-08 14:08:49,2017-11-08 14:08:55,0 days 00:00:06.000000000,1
123901,14,1,13,467,2017-11-08 09:13:35,2017-11-08 09:41:37,0 days 00:28:02.000000000,1
95590,20,1,13,478,2017-11-07 05:22:24,2017-11-07 05:22:59,0 days 00:00:35.000000000,1
57760,2,1,13,452,2017-11-07 07:11:18,2017-11-07 08:19:22,0 days 01:08:04.000000000,1
26939,14,1,15,379,2017-11-08 11:30:50,2017-11-08 11:31:36,0 days 00:00:46.000000000,1
72143,17,1,18,280,2017-11-08 11:21:20,2017-11-08 11:21:29,0 days 00:00:09.000000000,1
208727,2,1,13,469,2017-11-07 19:34:50,2017-11-07 19:37:01,0 days 00:02:11.000000000,1
323639,12,1,19,265,2017-11-08 02:18:00,2017-11-08 02:28:29,0 days 00:10:29.000000000,1
48170,2,1,22,237,2017-11-08 00:35:20,2017-11-08 00:45:59,0 days 00:10:39.000000000,1
175837,3,1,16,280,2017-11-09 11:52:39,2017-11-09 11:52:49,0 days 00:00:10.000000000,1
12540,9,1,18,442,2017-11-06 22:02:15,2017-11-06 22:02:50,0 days 00:00:35.000000000,1
43852,14,1,19,463,2017-11-09 01:54:46,2017-11-09 01:56:24,0 days 00:01:38.000000000,1
40056,15,1,18,245,2017-11-08 02:51:23,2017-11-08 03:06:12,0 days 00:14:49.000000000,1
77107,28,1,40,135,2017-11-09 03:06:40,2017-11-09 03:07:36,0 days 00:00:56.000000000,1
195912,21,1,19,128,2017-11-09 02:38:32,2017-11-09 02:39:04,0 days 00:00:32.000000000,1
148811,9,2,79,215,2017-11-07 12:23:46,2017-11-07 12:24:05,0 days 00:00:19.000000000,1
83595,9,1,19,489,2017-11-09 01:50:49,2017-11-09 01:51:23,0 days 00:00:34.000000000,1
115292,18,1,10,107,2017-11-08 22:28:20,2017-11-09 01:46:32,0 days 03:18:12.000000000,1
235824,14,1,22,463,2017-11-09 02:12:24,2017-11-09 02:12:52,0 days 00:00:28.000000000,1
53454,15,1,19,245,2017-11-08 03:06:17,2017-11-08 05:04:06,0 days 01:57:49.000000000,1
67037,14,1,8,439,2017-11-07 01:54:02,2017-11-07 02:16:44,0 days 00:22:42.000000000,1
93276,15,1,13,245,2017-11-07 01:16:25,2017-11-07 02:05:58,0 days 00:49:33.000000000,1
22241,23,1,6,153,2017-11-08 07:30:29,2017-11-08 08:09:03,0 days 00:38:34.000000000,1
44008,23,1,6,153,2017-11-09 07:21:46,2017-11-09 07:22:14,0 days 00:00:28.000000000,1
44670,2,1,13,243,2017-11-09 07:08:26,2017-11-09 07:09:01,0 days 00:00:35.000000000,1
81613,12,1,19,265,2017-11-09 06:24:35,2017-11-09 06:25:34,0 days 00:00:59.000000000,1
120940,8,1,13,145,2017-11-07 12:35:34,2017-11-07 13:04:42,0 days 00:29:08.000000000,1
7645,3,1,19,280,2017-11-07 16:48:54,2017-11-07 16:50:58,0 days 00:02:04.000000000,1
105603,9,1,14,466,2017-11-08 13:36:34,2017-11-08 14:03:56,0 days 00:27:22.000000000,1
6481,6,1,17,125,2017-11-07 10:03:54,2017-11-07 13:30:32,0 days 03:26:38.000000000,1
42973,12,1,17,178,2017-11-09 02:51:32,2017-11-09 02:52:04,0 days 00:00:32.000000000,1
113686,15,1,13,130,2017-11-08 05:06:36,2017-11-08 07:44:03,0 days 02:37:27.000000000,1
96955,21,1,13,232,2017-11-07 03:17:23,2017-11-07 03:23:49,0 days 00:06:26.000000000,1
137052,15,2,18,315,2017-11-09 07:39:38,2017-11-09 07:39:43,0 days 00:00:05.000000000,1
44555,12,1,17,259,2017-11-09 08:00:43,2017-11-09 11:03:49,0 days 03:03:06.000000000,1
19873,3,1,13,280,2017-11-07 04:35:20,2017-11-07 07:36:26,0 days 03:01:06.000000000,1
9955,1,1,13,24,2017-11-09 01:25:44,2017-11-09 01:26:13,0 days 00:00:29.000000000,1
83602,3,1,6,442,2017-11-07 07:25:45,2017-11-07 08:08:20,0 days 00:42:35.000000000,1
119863,12,1,6,497,2017-11-08 07:42:47,2017-11-08 07:45:32,0 days 00:02:45.000000000,1
311560,27,1,37,153,2017-11-09 10:26:00,2017-11-09 13:43:53,0 days 03:17:53.000000000,1
151547,3,1,19,379,2017-11-06 23:54:38,2017-11-07 00:15:24,0 days 00:20:46.000000000,1
54972,3,1,13,379,2017-11-08 00:53:46,2017-11-08 00:54:56,0 days 00:01:10.000000000,1
67682,3,1,12,280,2017-11-07 06:14:54,2017-11-07 06:19:54,0 days 00:05:00.000000000,1
113810,13,1,5,477,2017-11-07 13:20:07,2017-11-07 13:20:11,0 days 00:00:04.000000000,1
41510,3,1,6,173,2017-11-07 06:58:06,2017-11-07 07:06:09,0 days 00:08:03.000000000,1
60854,2,1,11,122,2017-11-07 05:19:52,2017-11-07 05:20:20,0 days 00:00:28.000000000,1
110055,20,1,22,259,2017-11-07 13:53:00,2017-11-07 13:54:58,0 days 00:01:58.000000000,1
73487,12,1,19,145,2017-11-07 08:44:06,2017-11-07 08:55:25,0 days 00:11:19.000000000,1
105304,15,1,15,111,2017-11-08 10:37:56,2017-11-08 10:41:17,0 days 00:03:21.000000000,1
205572,27,1,19,153,2017-11-07 11:09:47,2017-11-07 11:11:00,0 days 00:01:13.000000000,1
89778,15,1,13,278,2017-11-09 02:10:58,2017-11-09 02:41:27,0 days 00:30:29.000000000,1
79075,3,1,18,173,2017-11-09 14:29:47,2017-11-09 14:30:14,0 days 00:00:27.000000000,1
27678,18,1,28,107,2017-11-08 11:48:19,2017-11-08 12:02:30,0 days 00:14:11.000000000,1
43913,23,1,8,153,2017-11-08 12:24:48,2017-11-08 12:25:25,0 days 00:00:37.000000000,1
119723,28,1,13,135,2017-11-07 14:44:47,2017-11-07 14:49:53,0 days 00:05:06.000000000,1
102350,12,1,13,178,2017-11-08 09:05:21,2017-11-08 09:56:38,0 days 00:51:17.000000000,1
255525,11,1,8,137,2017-11-07 09:13:07,2017-11-07 10:17:06,0 days 01:03:59.000000000,1
72049,3,1,19,280,2017-11-09 01:59:29,2017-11-09 02:05:19,0 days 00:05:50.000000000,1
100437,21,1,13,232,2017-11-07 11:53:52,2017-11-07 12:44:41,0 days 00:50:49.000000000,1
183985,12,2,35,145,2017-11-07 05:50:53,2017-11-07 06:28:05,0 days 00:37:12.000000000,1
26454,14,1,19,379,2017-11-06 16:12:03,2017-11-06 16:12:56,0 days 00:00:53.000000000,1
55745,23,1,56,153,2017-11-07 17:16:05,2017-11-08 03:36:15,0 days 10:20:10.000000000,1
10973,8,1,13,145,2017-11-08 09:44:15,2017-11-08 09:45:46,0 days 00:01:31.000000000,1
123940,1,1,22,153,2017-11-08 00:00:03,2017-11-08 05:13:24,0 days 05:13:21.000000000,1
43928,3,1,10,280,2017-11-09 06:27:59,2017-11-09 06:28:27,0 days 00:00:28.000000000,1
87844,2,1,20,237,2017-11-07 09:52:54,2017-11-07 09:56:16,0 days 00:03:22.000000000,1
5348,18,1,19,134,2017-11-09 02:21:20,2017-11-09 02:22:48,0 days 00:01:28.000000000,1
71996,9,1,18,107,2017-11-09 03:55:40,2017-11-09 03:56:14,0 days 00:00:34.000000000,1
92735,15,1,19,430,2017-11-06 17:12:12,2017-11-06 17:12:55,0 days 00:00:43.000000000,1
154000,3,1,17,280,2017-11-06 16:52:20,2017-11-07 01:49:01,0 days 08:56:41.000000000,1
554,2,1,13,237,2017-11-07 19:12:28,2017-11-07 19:14:48,0 days 00:02:20.000000000,1
37515,3,1,25,173,2017-11-09 03:55:25,2017-11-09 11:27:06,0 days 07:31:41.000000000,1
358230,12,1,13,19,2017-11-09 14:14:16,2017-11-09 14:25:14,0 days 00:10:58.000000000,1
120215,3,1,18,442,2017-11-09 05:21:37,2017-11-09 09:38:04,0 days 04:16:27.000000000,1
201307,3,1,13,280,2017-11-09 00:32:56,2017-11-09 00:35:19,0 days 00:02:23.000000000,1
83646,1,1,13,115,2017-11-07 04:50:27,2017-11-07 05:12:52,0 days 00:22:25.000000000,1
89586,15,1,19,245,2017-11-07 02:37:53,2017-11-07 02:44:42,0 days 00:06:49.000000000,1
79786,15,1,19,245,2017-11-08 16:13:14,2017-11-09 02:15:37,0 days 10:02:23.000000000,1
58412,12,1,13,178,2017-11-08 01:00:53,2017-11-08 02:06:06,0 days 01:05:13.000000000,1
18769,18,3032,607,107,2017-11-07 03:49:27,2017-11-07 03:56:26,0 days 00:06:59.000000000,1
70347,2,1,41,237,2017-11-07 09:12:11,2017-11-07 09:12:22,0 days 00:00:11.000000000,1
77041,6,1,19,459,2017-11-09 01:09:00,2017-11-09 06:21:23,0 days 05:12:23.000000000,1
73333,8,1,8,145,2017-11-08 02:49:03,2017-11-08 04:34:08,0 days 01:45:05.000000000,1
84101,13,1,17,400,2017-11-07 03:14:24,2017-11-07 06:56:36,0 days 03:42:12.000000000,1
144388,2,1,19,212,2017-11-09 05:22:26,2017-11-09 05:22:56,0 days 00:00:30.000000000,1
44452,3,1,10,442,2017-11-09 12:12:01,2017-11-09 12:15:56,0 days 00:03:55.000000000,1
103632,3,1,19,280,2017-11-08 08:28:14,2017-11-08 08:33:41,0 days 00:05:27.000000000,1
119563,20,1,18,259,2017-11-09 14:15:46,2017-11-09 14:16:36,0 days 00:00:50.000000000,1
14692,3,1,47,173,2017-11-07 03:25:34,2017-11-07 03:28:29,0 days 00:02:55.000000000,1
72435,15,1,13,386,2017-11-07 15:38:00,2017-11-07 15:41:19,0 days 00:03:19.000000000,1
151601,3,1,19,280,2017-11-07 13:53:02,2017-11-07 14:50:20,0 days 00:57:18.000000000,1
118247,15,1,13,130,2017-11-07 14:13:44,2017-11-07 14:51:18,0 days 00:37:34.000000000,1
32785,12,1,22,245,2017-11-09 02:29:31,2017-11-09 05:38:04,0 days 03:08:33.000000000,1
48282,8,2,13,145,2017-11-08 12:55:36,2017-11-08 12:59:22,0 days 00:03:46.000000000,1
114314,22,1,13,116,2017-11-07 13:08:07,2017-11-07 13:08:55,0 days 00:00:48.000000000,1
5348,2,1,6,477,2017-11-09 06:38:37,2017-11-09 06:38:56,0 days 00:00:19.000000000,1
94143,3,1,53,211,2017-11-07 13:20:16,2017-11-07 13:28:31,0 days 00:08:15.000000000,1
80348,9,1,13,134,2017-11-09 06:00:32,2017-11-09 11:24:26,0 days 05:23:54.000000000,1
17149,14,1,13,401,2017-11-07 05:44:43,2017-11-07 06:50:07,0 days 01:05:24.000000000,1
29290,3,1,13,417,2017-11-07 03:54:05,2017-11-07 03:54:30,0 days 00:00:25.000000000,1
71723,8,1,19,145,2017-11-08 18:08:34,2017-11-08 22:24:51,0 days 04:16:17.000000000,1
73305,3,1,17,205,2017-11-09 10:07:28,2017-11-09 13:03:37,0 days 02:56:09.000000000,1
368,1,1,18,135,2017-11-09 01:59:19,2017-11-09 01:59:28,0 days 00:00:09.000000000,1
61682,2,1,19,317,2017-11-09 15:37:30,2017-11-09 15:40:37,0 days 00:03:07.000000000,1
64050,2,1,16,122,2017-11-09 04:06:53,2017-11-09 06:15:37,0 days 02:08:44.000000000,1
105861,12,1,19,174,2017-11-07 09:41:38,2017-11-07 09:45:43,0 days 00:04:05.000000000,1
167583,9,1,28,232,2017-11-08 07:27:23,2017-11-08 07:38:48,0 days 00:11:25.000000000,1
44011,9,1,17,442,2017-11-09 03:41:11,2017-11-09 03:41:23,0 days 00:00:12.000000000,1
14737,15,2,13,140,2017-11-09 04:13:07,2017-11-09 04:14:32,0 days 00:01:25.000000000,1
16100,18,1,15,107,2017-11-07 00:34:20,2017-11-07 00:47:33,0 days 00:13:13.000000000,1
34842,3,1,25,211,2017-11-08 03:35:12,2017-11-08 03:54:04,0 days 00:18:52.000000000,1
58453,3,1,13,280,2017-11-08 12:46:21,2017-11-08 14:39:18,0 days 01:52:57.000000000,1
3994,9,2,13,466,2017-11-09 04:32:20,2017-11-09 04:34:50,0 days 00:02:30.000000000,1
173141,18,1,19,107,2017-11-08 04:59:38,2017-11-08 05:00:47,0 days 00:01:09.000000000,1
59807,64,1,10,459,2017-11-09 12:47:39,2017-11-09 12:53:16,0 days 00:05:37.000000000,1
137476,8,1,19,259,2017-11-09 02:44:55,2017-11-09 02:45:29,0 days 00:00:34.000000000,1
42164,1,1,13,134,2017-11-08 23:10:09,2017-11-09 03:44:34,0 days 04:34:25.000000000,1
98260,3,1,13,280,2017-11-07 03:53:05,2017-11-07 06:56:02,0 days 03:02:57.000000000,1
68652,23,1,6,153,2017-11-06 20:37:10,2017-11-06 20:46:20,0 days 00:09:10.000000000,1
44725,15,2,13,245,2017-11-09 07:04:27,2017-11-09 14:50:24,0 days 07:45:57.000000000,1
42013,9,1,10,466,2017-11-09 10:59:44,2017-11-09 11:00:51,0 days 00:01:07.000000000,1
13984,3,1,19,280,2017-11-08 06:16:04,2017-11-08 06:42:37,0 days 00:26:33.000000000,1
39711,2,1,26,212,2017-11-08 00:09:07,2017-11-08 00:47:41,0 days 00:38:34.000000000,1
103005,3,1,28,280,2017-11-07 09:08:17,2017-11-07 09:32:12,0 days 00:23:55.000000000,1
76540,36,1,13,373,2017-11-09 01:12:46,2017-11-09 01:15:16,0 days 00:02:30.000000000,1
106859,18,1,19,107,2017-11-07 23:30:24,2017-11-08 01:38:17,0 days 02:07:53.000000000,1
35221,9,1,13,334,2017-11-09 06:17:50,2017-11-09 15:14:23,0 days 08:56:33.000000000,1
76989,15,1,25,245,2017-11-09 06:25:19,2017-11-09 07:27:16,0 days 01:01:57.000000000,1
53469,1,1,40,153,2017-11-09 13:18:26,2017-11-09 13:23:06,0 days 00:04:40.000000000,1
44725,8,1,13,140,2017-11-07 00:24:15,2017-11-07 09:43:52,0 days 09:19:37.000000000,1
21322,18,1,19,107,2017-11-09 05:34:17,2017-11-09 05:34:55,0 days 00:00:38.000000000,1
136396,24,1,14,178,2017-11-07 11:08:43,2017-11-07 11:09:10,0 days 00:00:27.000000000,1
77233,55,1,13,453,2017-11-07 06:11:42,2017-11-07 06:12:37,0 days 00:00:55.000000000,1
102467,18,1,19,107,2017-11-07 17:43:00,2017-11-07 17:50:29,0 days 00:07:29.000000000,1
30739,21,1,13,232,2017-11-08 07:52:12,2017-11-08 08:14:13,0 days 00:22:01.000000000,1
220500,23,1,17,153,2017-11-07 12:37:32,2017-11-07 12:42:40,0 days 00:05:08.000000000,1
48179,15,1,13,278,2017-11-07 02:58:48,2017-11-07 04:27:36,0 days 01:28:48.000000000,1
43772,7,1,13,101,2017-11-09 10:31:53,2017-11-09 10:31:57,0 days 00:00:04.000000000,1
320523,18,1,32,439,2017-11-09 05:40:04,2017-11-09 06:51:25,0 days 01:11:21.000000000,1
80926,21,1,17,128,2017-11-07 18:01:47,2017-11-07 18:02:28,0 days 00:00:41.000000000,1
116785,2,1,10,219,2017-11-07 08:13:30,2017-11-07 08:14:08,0 days 00:00:38.000000000,1
25131,1,1,1,135,2017-11-08 19:29:15,2017-11-09 06:38:36,0 days 11:09:21.000000000,1
105695,3,1,19,452,2017-11-09 11:21:51,2017-11-09 11:25:41,0 days 00:03:50.000000000,1
6213,15,1,13,265,2017-11-08 19:51:23,2017-11-09 02:33:52,0 days 06:42:29.000000000,1
39349,14,1,18,463,2017-11-09 14:55:50,2017-11-09 15:36:21,0 days 00:40:31.000000000,1
75566,18,1,10,439,2017-11-09 03:14:56,2017-11-09 03:15:16,0 days 00:00:20.000000000,1
109234,15,1,25,245,2017-11-07 23:23:26,2017-11-07 23:31:16,0 days 00:07:50.000000000,1
118229,2,1,22,237,2017-11-09 14:33:19,2017-11-09 14:52:26,0 days 00:19:07.000000000,1
63229,12,1,13,178,2017-11-09 09:16:11,2017-11-09 13:29:44,0 days 04:13:33.000000000,1
